timestamp,price,market_cap,volume_24h,circulating_supply,price_change_24h,bullish_sentiment,bearish_sentiment
2025-10-31 16:54:13,"$109,479.76",$2.18T,$63.24B,19.94M BTC,1.79% (24h),82%,18%
2025-10-31 17:12:29,"$109,475.45",$2.18T,$62.34B,19.94M BTC,1.74% (24h),82%,18%
2025-10-31 17:28:23,"$109,521.26",$2.18T,$62.68B,19.94M BTC,1.75% (24h),82%,18%
2025-10-31 17:37:31,"$109,649.07",$2.18T,$62.54B,19.94M BTC,1.93% (24h),82%,18%
2025-10-31 17:44:15,"$109,609.14",$2.18T,$62.14B,19.94M BTC,1.77% (24h),82%,18%
2025-10-31 17:54:46,"$109,591.79",$2.18T,$62.29B,19.94M BTC,1.57% (24h),82%,18%
2025-10-31 18:13:09,"$109,647.34",$2.18T,$61.93B,19.94M BTC,1.83% (24h),82%,18%
2025-10-31 18:34:55,"$109,655.74",$2.18T,$61.02B,19.94M BTC,1.97% (24h),82%,18%
2025-10-31 18:46:36,"$109,524.51",$2.18T,$61.82B,19.94M BTC,1.73% (24h),82%,18%
2025-10-31 18:54:45,"$109,560.48",$2.18T,$61.83B,19.94M BTC,1.69% (24h),82%,18%
2025-10-31 19:13:13,"$109,538.37",$2.18T,$60.6B,19.94M BTC,1.78% (24h),82%,18%
2025-10-31 19:30:25,"$109,559.60",$2.18T,$61.27B,19.94M BTC,1.73% (24h),82%,18%
2025-10-31 19:37:45,"$109,541.71",$2.18T,$61.16B,19.94M BTC,1.2% (24h),82%,18%
2025-10-31 19:44:52,"$109,606.84",$2.18T,$60.46B,19.94M BTC,1.5% (24h),82%,18%
2025-10-31 19:54:04,"$109,583.58",$2.18T,$60.45B,19.94M BTC,1.27% (24h),82%,18%
2025-10-31 21:01:05,"$109,670.67",$2.18T,$58.15B,19.94M BTC,0.39% (24h),82%,18%
2025-10-31 22:44:03,"$109,573.03",$2.18T,$52.98B,19.94M BTC,0.66% (24h),82%,18%
2025-10-31 23:36:23,"$110,038.40",$2.19T,$53.17B,19.94M BTC,0.84% (24h),82%,18%
2025-10-31 23:57:24,"$110,175.28",$2.19T,$53.61B,19.94M BTC,0.93% (24h),82%,18%
2025-11-01 00:16:24,"$110,176.46",$2.19T,$53.55B,19.94M BTC,0.75% (24h),82%,18%
2025-11-01 00:35:14,"$110,275.99",$2.19T,$53.05B,19.94M BTC,0.53% (24h),82%,18%
2025-11-01 00:46:45,"$110,189.68",$2.19T,$52.27B,19.94M BTC,0.11% (24h),82%,18%
2025-11-01 00:53:58,"$110,240.06",$2.19T,$52.57B,19.94M BTC,0.23% (24h),82%,18%
2025-11-01 01:12:59,"$110,042.81",$2.19T,$51.81B,19.94M BTC,0.08% (24h),82%,18%
2025-11-01 01:34:07,"$110,114.41",$2.19T,$51.3B,19.94M BTC,0.12% (24h),82%,18%
2025-11-01 01:45:38,"$110,225.12",$2.19T,$50.39B,19.94M BTC,0.32% (24h),82%,18%
2025-11-01 01:54:29,"$110,169.80",$2.19T,$51.18B,19.94M BTC,0.28% (24h),82%,18%
2025-11-01 02:18:08,"$109,974.38",$2.19T,$50.12B,19.94M BTC,0.27% (24h),82%,18%
2025-11-01 02:43:28,"$109,939.64",$2.19T,$50.52B,19.94M BTC,0.33% (24h),82%,18%
2025-11-01 02:54:36,"$109,916.63",$2.19T,$50.42B,19.94M BTC,0.33% (24h),82%,18%
2025-11-01 03:12:45,"$110,063.01",$2.19T,$49.22B,19.94M BTC,0.45% (24h),82%,18%
2025-11-01 03:30:10,"$110,115.52",$2.19T,$49.1B,19.94M BTC,0.41% (24h),82%,18%
2025-11-01 03:37:39,"$110,162.79",$2.19T,$49.8B,19.94M BTC,0.48% (24h),82%,18%
